"site","year","SST"
"SYLM","2059-03-01",-1.42413330078125
"JBAB","2059-03-01",-1.40158081054688
"NRBW","2059-03-01",-1.77194213867188
"MEBB","2059-03-01",-1.77194213867188
"MEKB","2059-03-01",-1.77194213867188
"MEPA","2059-03-01",-1.77194213867188
"SWAIN","2059-03-01",-1.74749755859375
"OTIS","2059-04-01",-1.24490356445312
"CHSWRR","2059-04-01",-2.30941772460938
"CHSWRG","2059-04-01",-2.30941772460938
"PSSB","2059-04-01",-2.10302734375
"PSFB","2059-04-01",-2.10302734375
"SYSE","2059-04-01",-2.28692626953125
"SYSW","2059-04-01",-2.28692626953125
"SYLM","2059-04-01",-2.28692626953125
"JBAB","2059-04-01",-2.34066772460938
"NRBW","2059-04-01",-2.77252197265625
"MEBB","2059-04-01",-2.77252197265625
"MEKB","2059-04-01",-2.77252197265625
"MEPA","2059-04-01",-2.77252197265625
"SWAIN","2059-04-01",-2.4248046875
"OTIS","2059-05-01",-1.77456665039062
"CHSWRR","2059-05-01",-2.68942260742188
"CHSWRG","2059-05-01",-2.68942260742188
"PSSB","2059-05-01",-2.69235229492188
"PSFB","2059-05-01",-2.69235229492188
"SYSE","2059-05-01",-2.80419921875
"SYSW","2059-05-01",-2.80419921875
"SYLM","2059-05-01",-2.80419921875
"JBAB","2059-05-01",-2.84707641601562
"NRBW","2059-05-01",-3.38873291015625
"MEBB","2059-05-01",-3.38873291015625
"MEKB","2059-05-01",-3.38873291015625
"MEPA","2059-05-01",-3.38873291015625
"SWAIN","2059-05-01",-2.80355834960938
"OTIS","2059-06-01",-1.79910278320312
"CHSWRR","2059-06-01",-2.38577270507812
"CHSWRG","2059-06-01",-2.38577270507812
"PSSB","2059-06-01",-2.5401611328125
"PSFB","2059-06-01",-2.5401611328125
"SYSE","2059-06-01",-2.79055786132812
"SYSW","2059-06-01",-2.79055786132812
"SYLM","2059-06-01",-2.79055786132812
"JBAB","2059-06-01",-2.93209838867188
"NRBW","2059-06-01",-3.444580078125
"MEBB","2059-06-01",-3.444580078125
"MEKB","2059-06-01",-3.444580078125
"MEPA","2059-06-01",-3.444580078125
"SWAIN","2059-06-01",-2.44821166992188
"OTIS","2059-07-01",-1.43447875976562
"CHSWRR","2059-07-01",-1.52395629882812
"CHSWRG","2059-07-01",-1.52395629882812
"PSSB","2059-07-01",-1.79037475585938
"PSFB","2059-07-01",-1.79037475585938
"SYSE","2059-07-01",-1.97186279296875
"SYSW","2059-07-01",-1.97186279296875
"SYLM","2059-07-01",-1.97186279296875
"JBAB","2059-07-01",-2.25775146484375
"NRBW","2059-07-01",-2.67581176757812
"MEBB","2059-07-01",-2.67581176757812
"MEKB","2059-07-01",-2.67581176757812
"MEPA","2059-07-01",-2.67581176757812
"SWAIN","2059-07-01",-1.78231811523438
"OTIS","2059-08-01",-0.75396728515625
"CHSWRR","2059-08-01",-0.58746337890625
"CHSWRG","2059-08-01",-0.58746337890625
"PSSB","2059-08-01",-0.394744873046875
"PSFB","2059-08-01",-0.394744873046875
"SYSE","2059-08-01",-0.708404541015625
"SYSW","2059-08-01",-0.708404541015625
"SYLM","2059-08-01",-0.708404541015625
"JBAB","2059-08-01",-1.11080932617188
"NRBW","2059-08-01",-1.23870849609375
"MEBB","2059-08-01",-1.23870849609375
"MEKB","2059-08-01",-1.23870849609375
"MEPA","2059-08-01",-1.23870849609375
"SWAIN","2059-08-01",-0.993865966796875
"OTIS","2059-09-01",0.1468505859375
"CHSWRR","2059-09-01",0.3526611328125
"CHSWRG","2059-09-01",0.3526611328125
"PSSB","2059-09-01",0.3740234375
"PSFB","2059-09-01",0.3740234375
"SYSE","2059-09-01",0.283172607421875
"SYSW","2059-09-01",0.283172607421875
"SYLM","2059-09-01",0.283172607421875
"JBAB","2059-09-01",0.249481201171875
"NRBW","2059-09-01",0.179656982421875
"MEBB","2059-09-01",0.179656982421875
"MEKB","2059-09-01",0.179656982421875
"MEPA","2059-09-01",0.179656982421875
"SWAIN","2059-09-01",-0.11370849609375
"OTIS","2059-10-01",1.51126098632812
"CHSWRR","2059-10-01",1.80764770507812
"CHSWRG","2059-10-01",1.80764770507812
"PSSB","2059-10-01",1.61898803710938
"PSFB","2059-10-01",1.61898803710938
"SYSE","2059-10-01",1.53341674804688
"SYSW","2059-10-01",1.53341674804688
"SYLM","2059-10-01",1.53341674804688
"JBAB","2059-10-01",1.514404296875
"NRBW","2059-10-01",1.42880249023438
"MEBB","2059-10-01",1.42880249023438
"MEKB","2059-10-01",1.42880249023438
"MEPA","2059-10-01",1.42880249023438
"SWAIN","2059-10-01",1.48678588867188
"OTIS","2059-11-01",1.65988159179688
"CHSWRR","2059-11-01",2.13150024414062
"CHSWRG","2059-11-01",2.13150024414062
"PSSB","2059-11-01",2.25604248046875
"PSFB","2059-11-01",2.25604248046875
"SYSE","2059-11-01",2.12884521484375
"SYSW","2059-11-01",2.12884521484375
"SYLM","2059-11-01",2.12884521484375
"JBAB","2059-11-01",2.20880126953125
"NRBW","2059-11-01",1.75762939453125
"MEBB","2059-11-01",1.75762939453125
"MEKB","2059-11-01",1.75762939453125
"MEPA","2059-11-01",1.75762939453125
"SWAIN","2059-11-01",1.314208984375
"OTIS","2059-12-01",1.24520874023438
"CHSWRR","2059-12-01",1.2662353515625
"CHSWRG","2059-12-01",1.2662353515625
"PSSB","2059-12-01",1.19320678710938
"PSFB","2059-12-01",1.19320678710938
"SYSE","2059-12-01",1.140625
"SYSW","2059-12-01",1.140625
"SYLM","2059-12-01",1.140625
"JBAB","2059-12-01",1.31002807617188
"NRBW","2059-12-01",0.890594482421875
"MEBB","2059-12-01",0.890594482421875
"MEKB","2059-12-01",0.890594482421875
"MEPA","2059-12-01",0.890594482421875
"SWAIN","2059-12-01",0.64208984375
"OTIS","2060-01-01",1.28665161132812
"CHSWRR","2060-01-01",1.0968017578125
"CHSWRG","2060-01-01",1.0968017578125
"PSSB","2060-01-01",1.036865234375
"PSFB","2060-01-01",1.036865234375
"SYSE","2060-01-01",0.874847412109375
"SYSW","2060-01-01",0.874847412109375
"SYLM","2060-01-01",0.874847412109375
"JBAB","2060-01-01",0.86126708984375
"NRBW","2060-01-01",0.680206298828125
"MEBB","2060-01-01",0.680206298828125
"MEKB","2060-01-01",0.680206298828125
"MEPA","2060-01-01",0.680206298828125
"SWAIN","2060-01-01",1.0264892578125
"OTIS","2060-02-01",0.675048828125
"CHSWRR","2060-02-01",0.34197998046875
"CHSWRG","2060-02-01",0.34197998046875
"PSSB","2060-02-01",0.326324462890625
"PSFB","2060-02-01",0.326324462890625
"SYSE","2060-02-01",0.01202392578125
"SYSW","2060-02-01",0.01202392578125
"SYLM","2060-02-01",0.01202392578125
"JBAB","2060-02-01",-0.079559326171875
"NRBW","2060-02-01",-0.538543701171875
"MEBB","2060-02-01",-0.538543701171875
"MEKB","2060-02-01",-0.538543701171875
"MEPA","2060-02-01",-0.538543701171875
"SWAIN","2060-02-01",-0.204803466796875
"OTIS","2060-03-01",-0.13531494140625
"CHSWRR","2060-03-01",-1.0731201171875
"CHSWRG","2060-03-01",-1.0731201171875
"PSSB","2060-03-01",-1.27703857421875
"PSFB","2060-03-01",-1.27703857421875
"SYSE","2060-03-01",-1.56521606445312
"SYSW","2060-03-01",-1.56521606445312
"SYLM","2060-03-01",-1.56521606445312
"JBAB","2060-03-01",-1.62063598632812
"NRBW","2060-03-01",-2.00772094726562
"MEBB","2060-03-01",-2.00772094726562
"MEKB","2060-03-01",-2.00772094726562
"MEPA","2060-03-01",-2.00772094726562
"SWAIN","2060-03-01",-0.848785400390625
"OTIS","2060-04-01",-0.777801513671875
"CHSWRR","2060-04-01",-1.90374755859375
"CHSWRG","2060-04-01",-1.90374755859375
"PSSB","2060-04-01",-2.24246215820312
"PSFB","2060-04-01",-2.24246215820312
"SYSE","2060-04-01",-2.42593383789062
"SYSW","2060-04-01",-2.42593383789062
"SYLM","2060-04-01",-2.42593383789062
"JBAB","2060-04-01",-2.80307006835938
"NRBW","2060-04-01",-3.19329833984375
"MEBB","2060-04-01",-3.19329833984375
"MEKB","2060-04-01",-3.19329833984375
"MEPA","2060-04-01",-3.19329833984375
"SWAIN","2060-04-01",-1.5523681640625
"OTIS","2060-05-01",-1.21060180664062
"CHSWRR","2060-05-01",-2.34381103515625
"CHSWRG","2060-05-01",-2.34381103515625
"PSSB","2060-05-01",-2.81341552734375
"PSFB","2060-05-01",-2.81341552734375
"SYSE","2060-05-01",-2.89328002929688
"SYSW","2060-05-01",-2.89328002929688
"SYLM","2060-05-01",-2.89328002929688
"JBAB","2060-05-01",-3.322021484375
"NRBW","2060-05-01",-3.94476318359375
"MEBB","2060-05-01",-3.94476318359375
"MEKB","2060-05-01",-3.94476318359375
"MEPA","2060-05-01",-3.94476318359375
"SWAIN","2060-05-01",-1.89791870117188
"OTIS","2060-06-01",-1.37686157226562
"CHSWRR","2060-06-01",-2.24459838867188
"CHSWRG","2060-06-01",-2.24459838867188
"PSSB","2060-06-01",-2.70504760742188
"PSFB","2060-06-01",-2.70504760742188
"SYSE","2060-06-01",-2.9266357421875
"SYSW","2060-06-01",-2.9266357421875
"SYLM","2060-06-01",-2.9266357421875
"JBAB","2060-06-01",-3.2950439453125
"NRBW","2060-06-01",-4.02001953125
"MEBB","2060-06-01",-4.02001953125
"MEKB","2060-06-01",-4.02001953125
"MEPA","2060-06-01",-4.02001953125
"SWAIN","2060-06-01",-1.97113037109375
"OTIS","2060-07-01",-1.0999755859375
"CHSWRR","2060-07-01",-1.27236938476562
"CHSWRG","2060-07-01",-1.27236938476562
"PSSB","2060-07-01",-1.59811401367188
"PSFB","2060-07-01",-1.59811401367188
"SYSE","2060-07-01",-1.67742919921875
"SYSW","2060-07-01",-1.67742919921875
"SYLM","2060-07-01",-1.67742919921875
"JBAB","2060-07-01",-2.19073486328125
"NRBW","2060-07-01",-2.88922119140625
"MEBB","2060-07-01",-2.88922119140625
"MEKB","2060-07-01",-2.88922119140625
"MEPA","2060-07-01",-2.88922119140625
"SWAIN","2060-07-01",-1.55108642578125
"OTIS","2060-08-01",-0.474853515625
"CHSWRR","2060-08-01",-0.2855224609375
"CHSWRG","2060-08-01",-0.2855224609375
"PSSB","2060-08-01",-0.279052734375
"PSFB","2060-08-01",-0.279052734375
"SYSE","2060-08-01",-0.47698974609375
"SYSW","2060-08-01",-0.47698974609375
"SYLM","2060-08-01",-0.47698974609375
"JBAB","2060-08-01",-0.80389404296875
"NRBW","2060-08-01",-1.23251342773438
"MEBB","2060-08-01",-1.23251342773438
"MEKB","2060-08-01",-1.23251342773438
"MEPA","2060-08-01",-1.23251342773438
"SWAIN","2060-08-01",-0.900390625
"OTIS","2060-09-01",0.164215087890625
"CHSWRR","2060-09-01",0.3077392578125
"CHSWRG","2060-09-01",0.3077392578125
"PSSB","2060-09-01",0.28546142578125
"PSFB","2060-09-01",0.28546142578125
"SYSE","2060-09-01",0.132049560546875
"SYSW","2060-09-01",0.132049560546875
"SYLM","2060-09-01",0.132049560546875
"JBAB","2060-09-01",0.053619384765625
"NRBW","2060-09-01",-0.157440185546875
"MEBB","2060-09-01",-0.157440185546875
"MEKB","2060-09-01",-0.157440185546875
"MEPA","2060-09-01",-0.157440185546875
"SWAIN","2060-09-01",-0.330596923828125
"OTIS","2060-10-01",1.82858276367188
"CHSWRR","2060-10-01",1.9678955078125
"CHSWRG","2060-10-01",1.9678955078125
"PSSB","2060-10-01",1.76852416992188
"PSFB","2060-10-01",1.76852416992188
"SYSE","2060-10-01",1.68438720703125
"SYSW","2060-10-01",1.68438720703125
"SYLM","2060-10-01",1.68438720703125
"JBAB","2060-10-01",1.53097534179688
"NRBW","2060-10-01",1.24679565429688
"MEBB","2060-10-01",1.24679565429688
"MEKB","2060-10-01",1.24679565429688
"MEPA","2060-10-01",1.24679565429688
"SWAIN","2060-10-01",1.4041748046875
"OTIS","2060-11-01",1.5770263671875
"CHSWRR","2060-11-01",2.04205322265625
"CHSWRG","2060-11-01",2.04205322265625
"PSSB","2060-11-01",2.23959350585938
"PSFB","2060-11-01",2.23959350585938
"SYSE","2060-11-01",2.14498901367188
"SYSW","2060-11-01",2.14498901367188
"SYLM","2060-11-01",2.14498901367188
"JBAB","2060-11-01",2.25128173828125
"NRBW","2060-11-01",1.8095703125
"MEBB","2060-11-01",1.8095703125
"MEKB","2060-11-01",1.8095703125
"MEPA","2060-11-01",1.8095703125
"SWAIN","2060-11-01",0.98309326171875
"OTIS","2060-12-01",1.15267944335938
"CHSWRR","2060-12-01",1.32183837890625
"CHSWRG","2060-12-01",1.32183837890625
"PSSB","2060-12-01",1.109619140625
"PSFB","2060-12-01",1.109619140625
"SYSE","2060-12-01",1.0662841796875
"SYSW","2060-12-01",1.0662841796875
"SYLM","2060-12-01",1.0662841796875
"JBAB","2060-12-01",1.22601318359375
"NRBW","2060-12-01",0.704498291015625
"MEBB","2060-12-01",0.704498291015625
"MEKB","2060-12-01",0.704498291015625
"MEPA","2060-12-01",0.704498291015625
"SWAIN","2060-12-01",0.49749755859375
"OTIS","2061-01-01",1.24331665039062
"CHSWRR","2061-01-01",1.51397705078125
"CHSWRG","2061-01-01",1.51397705078125
"PSSB","2061-01-01",1.61203002929688
"PSFB","2061-01-01",1.61203002929688
"SYSE","2061-01-01",1.4539794921875
"SYSW","2061-01-01",1.4539794921875
"SYLM","2061-01-01",1.4539794921875
"JBAB","2061-01-01",1.60708618164062
"NRBW","2061-01-01",1.43283081054688
"MEBB","2061-01-01",1.43283081054688
"MEKB","2061-01-01",1.43283081054688
"MEPA","2061-01-01",1.43283081054688
"SWAIN","2061-01-01",0.68035888671875
"OTIS","2061-02-01",0.667572021484375
"CHSWRR","2061-02-01",0.318145751953125
"CHSWRG","2061-02-01",0.318145751953125
"PSSB","2061-02-01",0.27862548828125
"PSFB","2061-02-01",0.27862548828125
"SYSE","2061-02-01",0.225494384765625
"SYSW","2061-02-01",0.225494384765625
"SYLM","2061-02-01",0.225494384765625
"JBAB","2061-02-01",0.313812255859375
"NRBW","2061-02-01",-0.24041748046875
"MEBB","2061-02-01",-0.24041748046875
"MEKB","2061-02-01",-0.24041748046875
"MEPA","2061-02-01",-0.24041748046875
"SWAIN","2061-02-01",0.123809814453125
"OTIS","2061-03-01",-0.1160888671875
"CHSWRR","2061-03-01",-0.9874267578125
"CHSWRG","2061-03-01",-0.9874267578125
"PSSB","2061-03-01",-0.951416015625
"PSFB","2061-03-01",-0.951416015625
"SYSE","2061-03-01",-1.10385131835938
"SYSW","2061-03-01",-1.10385131835938
"SYLM","2061-03-01",-1.10385131835938
"JBAB","2061-03-01",-0.952178955078125
"NRBW","2061-03-01",-1.35995483398438
"MEBB","2061-03-01",-1.35995483398438
"MEKB","2061-03-01",-1.35995483398438
"MEPA","2061-03-01",-1.35995483398438
"SWAIN","2061-03-01",-0.9984130859375
"OTIS","2061-04-01",-1.26370239257812
"CHSWRR","2061-04-01",-2.39370727539062
"CHSWRG","2061-04-01",-2.39370727539062
"PSSB","2061-04-01",-2.41949462890625
"PSFB","2061-04-01",-2.41949462890625
"SYSE","2061-04-01",-2.67672729492188
"SYSW","2061-04-01",-2.67672729492188
"SYLM","2061-04-01",-2.67672729492188
"JBAB","2061-04-01",-2.42202758789062
"NRBW","2061-04-01",-2.71762084960938
"MEBB","2061-04-01",-2.71762084960938
"MEKB","2061-04-01",-2.71762084960938
"MEPA","2061-04-01",-2.71762084960938
"SWAIN","2061-04-01",-2.19287109375
"OTIS","2061-05-01",-1.67282104492188
"CHSWRR","2061-05-01",-2.65447998046875
"CHSWRG","2061-05-01",-2.65447998046875
"PSSB","2061-05-01",-2.75479125976562
"PSFB","2061-05-01",-2.75479125976562
"SYSE","2061-05-01",-2.943603515625
"SYSW","2061-05-01",-2.943603515625
"SYLM","2061-05-01",-2.943603515625
"JBAB","2061-05-01",-3.10220336914062
"NRBW","2061-05-01",-3.423095703125
"MEBB","2061-05-01",-3.423095703125
"MEKB","2061-05-01",-3.423095703125
"MEPA","2061-05-01",-3.423095703125
"SWAIN","2061-05-01",-2.68869018554688
"OTIS","2061-06-01",-1.75723266601562
"CHSWRR","2061-06-01",-2.74606323242188
"CHSWRG","2061-06-01",-2.74606323242188
"PSSB","2061-06-01",-2.77804565429688
"PSFB","2061-06-01",-2.77804565429688
"SYSE","2061-06-01",-2.91778564453125
"SYSW","2061-06-01",-2.91778564453125
"SYLM","2061-06-01",-2.91778564453125
"JBAB","2061-06-01",-3.15896606445312
"NRBW","2061-06-01",-3.65704345703125
"MEBB","2061-06-01",-3.65704345703125
"MEKB","2061-06-01",-3.65704345703125
"MEPA","2061-06-01",-3.65704345703125
"SWAIN","2061-06-01",-2.58883666992188
"OTIS","2061-07-01",-1.42935180664062
"CHSWRR","2061-07-01",-1.89556884765625
"CHSWRG","2061-07-01",-1.89556884765625
"PSSB","2061-07-01",-1.9503173828125
"PSFB","2061-07-01",-1.9503173828125
"SYSE","2061-07-01",-2.09353637695312
"SYSW","2061-07-01",-2.09353637695312
"SYLM","2061-07-01",-2.09353637695312
"JBAB","2061-07-01",-2.27920532226562
"NRBW","2061-07-01",-2.900634765625
"MEBB","2061-07-01",-2.900634765625
"MEKB","2061-07-01",-2.900634765625
"MEPA","2061-07-01",-2.900634765625
"SWAIN","2061-07-01",-1.90121459960938
"OTIS","2061-08-01",-0.5621337890625
"CHSWRR","2061-08-01",-1.123779296875
"CHSWRG","2061-08-01",-1.123779296875
"PSSB","2061-08-01",-1.54470825195312
"PSFB","2061-08-01",-1.54470825195312
"SYSE","2061-08-01",-1.5416259765625
"SYSW","2061-08-01",-1.5416259765625
"SYLM","2061-08-01",-1.5416259765625
"JBAB","2061-08-01",-1.5736083984375
"NRBW","2061-08-01",-2.26339721679688
"MEBB","2061-08-01",-2.26339721679688
"MEKB","2061-08-01",-2.26339721679688
"MEPA","2061-08-01",-2.26339721679688
"SWAIN","2061-08-01",-0.53662109375
"OTIS","2061-09-01",0.74542236328125
"CHSWRR","2061-09-01",0.51873779296875
"CHSWRG","2061-09-01",0.51873779296875
"PSSB","2061-09-01",0.00885009765625
"PSFB","2061-09-01",0.00885009765625
"SYSE","2061-09-01",-0.124237060546875
"SYSW","2061-09-01",-0.124237060546875
"SYLM","2061-09-01",-0.124237060546875
"JBAB","2061-09-01",-0.532623291015625
"NRBW","2061-09-01",-1.17950439453125
"MEBB","2061-09-01",-1.17950439453125
"MEKB","2061-09-01",-1.17950439453125
"MEPA","2061-09-01",-1.17950439453125
"SWAIN","2061-09-01",0.639739990234375
"OTIS","2061-10-01",1.86590576171875
"CHSWRR","2061-10-01",2.25250244140625
"CHSWRG","2061-10-01",2.25250244140625
"PSSB","2061-10-01",2.28952026367188
"PSFB","2061-10-01",2.28952026367188
"SYSE","2061-10-01",2.09527587890625
"SYSW","2061-10-01",2.09527587890625
"SYLM","2061-10-01",2.09527587890625
"JBAB","2061-10-01",2.128662109375
"NRBW","2061-10-01",1.90972900390625
"MEBB","2061-10-01",1.90972900390625
"MEKB","2061-10-01",1.90972900390625
"MEPA","2061-10-01",1.90972900390625
"SWAIN","2061-10-01",1.2493896484375
"OTIS","2061-11-01",2.087646484375
"CHSWRR","2061-11-01",2.29074096679688
"CHSWRG","2061-11-01",2.29074096679688
"PSSB","2061-11-01",2.22360229492188
"PSFB","2061-11-01",2.22360229492188
"SYSE","2061-11-01",2.1767578125
"SYSW","2061-11-01",2.1767578125
"SYLM","2061-11-01",2.1767578125
"JBAB","2061-11-01",2.2701416015625
"NRBW","2061-11-01",1.81048583984375
"MEBB","2061-11-01",1.81048583984375
"MEKB","2061-11-01",1.81048583984375
"MEPA","2061-11-01",1.81048583984375
"SWAIN","2061-11-01",1.61376953125
"OTIS","2061-12-01",1.36495971679688
"CHSWRR","2061-12-01",1.11807250976562
"CHSWRG","2061-12-01",1.11807250976562
"PSSB","2061-12-01",0.8837890625
"PSFB","2061-12-01",0.8837890625
"SYSE","2061-12-01",0.831024169921875
"SYSW","2061-12-01",0.831024169921875
"SYLM","2061-12-01",0.831024169921875
"JBAB","2061-12-01",0.984405517578125
"NRBW","2061-12-01",0.633270263671875
"MEBB","2061-12-01",0.633270263671875
"MEKB","2061-12-01",0.633270263671875
"MEPA","2061-12-01",0.633270263671875
"SWAIN","2061-12-01",1.02133178710938
"OTIS","2062-01-01",1.5191650390625
"CHSWRR","2062-01-01",1.49884033203125
"CHSWRG","2062-01-01",1.49884033203125
"PSSB","2062-01-01",1.07275390625
"PSFB","2062-01-01",1.07275390625
"SYSE","2062-01-01",1.0472412109375
"SYSW","2062-01-01",1.0472412109375
"SYLM","2062-01-01",1.0472412109375
"JBAB","2062-01-01",0.814361572265625
"NRBW","2062-01-01",0.289642333984375
"MEBB","2062-01-01",0.289642333984375
"MEKB","2062-01-01",0.289642333984375
"MEPA","2062-01-01",0.289642333984375
"SWAIN","2062-01-01",1.29507446289062
"OTIS","2062-02-01",0.430816650390625
"CHSWRR","2062-02-01",-0.05084228515625
"CHSWRG","2062-02-01",-0.05084228515625
"PSSB","2062-02-01",-0.134033203125
"PSFB","2062-02-01",-0.134033203125
"SYSE","2062-02-01",-0.26043701171875
"SYSW","2062-02-01",-0.26043701171875
"SYLM","2062-02-01",-0.26043701171875
"JBAB","2062-02-01",-0.08355712890625
"NRBW","2062-02-01",-0.38031005859375
"MEBB","2062-02-01",-0.38031005859375
"MEKB","2062-02-01",-0.38031005859375
"MEPA","2062-02-01",-0.38031005859375
"SWAIN","2062-02-01",-0.542022705078125
"OTIS","2062-03-01",-0.444793701171875
"CHSWRR","2062-03-01",-1.30178833007812
"CHSWRG","2062-03-01",-1.30178833007812
"PSSB","2062-03-01",-1.3135986328125
"PSFB","2062-03-01",-1.3135986328125
"SYSE","2062-03-01",-1.55975341796875
"SYSW","2062-03-01",-1.55975341796875
"SYLM","2062-03-01",-1.55975341796875
"JBAB","2062-03-01",-1.466796875
"NRBW","2062-03-01",-1.74429321289062
"MEBB","2062-03-01",-1.74429321289062
"MEKB","2062-03-01",-1.74429321289062
"MEPA","2062-03-01",-1.74429321289062
"SWAIN","2062-03-01",-1.57437133789062
"OTIS","2062-04-01",-1.85260009765625
"CHSWRR","2062-04-01",-2.7359619140625
"CHSWRG","2062-04-01",-2.7359619140625
"PSSB","2062-04-01",-2.64096069335938
"PSFB","2062-04-01",-2.64096069335938
"SYSE","2062-04-01",-2.75350952148438
"SYSW","2062-04-01",-2.75350952148438
"SYLM","2062-04-01",-2.75350952148438
"JBAB","2062-04-01",-2.65997314453125
"NRBW","2062-04-01",-3.00872802734375
"MEBB","2062-04-01",-3.00872802734375
"MEKB","2062-04-01",-3.00872802734375
"MEPA","2062-04-01",-3.00872802734375
