"site","time","SST"
"MEPA","2092-04-01",0.225860595703125
"SWAIN","2092-04-01",-0.092437744140625
"OTIS","2092-05-01",0.620208740234375
"CHSWRR","2092-05-01",-0.5606689453125
"CHSWRG","2092-05-01",-0.5606689453125
"PSSB","2092-05-01",-0.245574951171875
"PSFB","2092-05-01",-0.245574951171875
"SYSE","2092-05-01",-0.494842529296875
"SYSW","2092-05-01",-0.494842529296875
"SYLM","2092-05-01",-0.494842529296875
"JBAB","2092-05-01",-0.442169189453125
"NRBW","2092-05-01",-0.6810302734375
"MEBB","2092-05-01",-0.6810302734375
"MEKB","2092-05-01",-0.6810302734375
"MEPA","2092-05-01",-0.6810302734375
"SWAIN","2092-05-01",-0.538421630859375
"OTIS","2092-06-01",0.535736083984375
"CHSWRR","2092-06-01",-0.55291748046875
"CHSWRG","2092-06-01",-0.55291748046875
"PSSB","2092-06-01",-0.5367431640625
"PSFB","2092-06-01",-0.5367431640625
"SYSE","2092-06-01",-0.666412353515625
"SYSW","2092-06-01",-0.666412353515625
"SYLM","2092-06-01",-0.666412353515625
"JBAB","2092-06-01",-0.928009033203125
"NRBW","2092-06-01",-1.15908813476562
"MEBB","2092-06-01",-1.15908813476562
"MEKB","2092-06-01",-1.15908813476562
"MEPA","2092-06-01",-1.15908813476562
"SWAIN","2092-06-01",-0.37255859375
"OTIS","2092-07-01",1.04345703125
"CHSWRR","2092-07-01",0.722137451171875
"CHSWRG","2092-07-01",0.722137451171875
"PSSB","2092-07-01",0.922119140625
"PSFB","2092-07-01",0.922119140625
"SYSE","2092-07-01",0.79046630859375
"SYSW","2092-07-01",0.79046630859375
"SYLM","2092-07-01",0.79046630859375
"JBAB","2092-07-01",0.2686767578125
"NRBW","2092-07-01",-0.302825927734375
"MEBB","2092-07-01",-0.302825927734375
"MEKB","2092-07-01",-0.302825927734375
"MEPA","2092-07-01",-0.302825927734375
"SWAIN","2092-07-01",0.394866943359375
"OTIS","2092-08-01",1.64260864257812
"CHSWRR","2092-08-01",1.57760620117188
"CHSWRG","2092-08-01",1.57760620117188
"PSSB","2092-08-01",1.82577514648438
"PSFB","2092-08-01",1.82577514648438
"SYSE","2092-08-01",1.66180419921875
"SYSW","2092-08-01",1.66180419921875
"SYLM","2092-08-01",1.66180419921875
"JBAB","2092-08-01",1.62197875976562
"NRBW","2092-08-01",1.18646240234375
"MEBB","2092-08-01",1.18646240234375
"MEKB","2092-08-01",1.18646240234375
"MEPA","2092-08-01",1.18646240234375
"SWAIN","2092-08-01",0.95501708984375
"OTIS","2092-09-01",2.7900390625
"CHSWRR","2092-09-01",2.611328125
"CHSWRG","2092-09-01",2.611328125
"PSSB","2092-09-01",2.6541748046875
"PSFB","2092-09-01",2.6541748046875
"SYSE","2092-09-01",2.62393188476562
"SYSW","2092-09-01",2.62393188476562
"SYLM","2092-09-01",2.62393188476562
"JBAB","2092-09-01",2.65496826171875
"NRBW","2092-09-01",2.69210815429688
"MEBB","2092-09-01",2.69210815429688
"MEKB","2092-09-01",2.69210815429688
"MEPA","2092-09-01",2.69210815429688
"SWAIN","2092-09-01",2.14443969726562
"OTIS","2092-10-01",3.59011840820312
"CHSWRR","2092-10-01",3.86419677734375
"CHSWRG","2092-10-01",3.86419677734375
"PSSB","2092-10-01",4.40768432617188
"PSFB","2092-10-01",4.40768432617188
"SYSE","2092-10-01",4.2547607421875
"SYSW","2092-10-01",4.2547607421875
"SYLM","2092-10-01",4.2547607421875
"JBAB","2092-10-01",4.62396240234375
"NRBW","2092-10-01",4.67855834960938
"MEBB","2092-10-01",4.67855834960938
"MEKB","2092-10-01",4.67855834960938
"MEPA","2092-10-01",4.67855834960938
"SWAIN","2092-10-01",2.9447021484375
"OTIS","2092-11-01",3.75216674804688
"CHSWRR","2092-11-01",3.4578857421875
"CHSWRG","2092-11-01",3.4578857421875
"PSSB","2092-11-01",3.45901489257812
"PSFB","2092-11-01",3.45901489257812
"SYSE","2092-11-01",3.486083984375
"SYSW","2092-11-01",3.486083984375
"SYLM","2092-11-01",3.486083984375
"JBAB","2092-11-01",3.89169311523438
"NRBW","2092-11-01",3.929931640625
"MEBB","2092-11-01",3.929931640625
"MEKB","2092-11-01",3.929931640625
"MEPA","2092-11-01",3.929931640625
"SWAIN","2092-11-01",3.0904541015625
"OTIS","2092-12-01",3.47671508789062
"CHSWRR","2092-12-01",3.27877807617188
"CHSWRG","2092-12-01",3.27877807617188
"PSSB","2092-12-01",3.13217163085938
"PSFB","2092-12-01",3.13217163085938
"SYSE","2092-12-01",3.21170043945312
"SYSW","2092-12-01",3.21170043945312
"SYLM","2092-12-01",3.21170043945312
"JBAB","2092-12-01",3.36453247070312
"NRBW","2092-12-01",3.205322265625
"MEBB","2092-12-01",3.205322265625
"MEKB","2092-12-01",3.205322265625
"MEPA","2092-12-01",3.205322265625
"SWAIN","2092-12-01",2.92709350585938
"OTIS","2093-01-01",3.594970703125
"CHSWRR","2093-01-01",3.36557006835938
"CHSWRG","2093-01-01",3.36557006835938
"PSSB","2093-01-01",3.23529052734375
"PSFB","2093-01-01",3.23529052734375
"SYSE","2093-01-01",3.22189331054688
"SYSW","2093-01-01",3.22189331054688
"SYLM","2093-01-01",3.22189331054688
"JBAB","2093-01-01",3.19882202148438
"NRBW","2093-01-01",3.26803588867188
"MEBB","2093-01-01",3.26803588867188
"MEKB","2093-01-01",3.26803588867188
"MEPA","2093-01-01",3.26803588867188
"SWAIN","2093-01-01",2.99539184570312
"OTIS","2093-02-01",2.1195068359375
"CHSWRR","2093-02-01",1.96749877929688
"CHSWRG","2093-02-01",1.96749877929688
"PSSB","2093-02-01",2.44302368164062
"PSFB","2093-02-01",2.44302368164062
"SYSE","2093-02-01",2.45220947265625
"SYSW","2093-02-01",2.45220947265625
"SYLM","2093-02-01",2.45220947265625
"JBAB","2093-02-01",2.66470336914062
"NRBW","2093-02-01",2.40457153320312
"MEBB","2093-02-01",2.40457153320312
"MEKB","2093-02-01",2.40457153320312
"MEPA","2093-02-01",2.40457153320312
"SWAIN","2093-02-01",1.06637573242188
"OTIS","2093-03-01",1.10678100585938
"CHSWRR","2093-03-01",0.4937744140625
"CHSWRG","2093-03-01",0.4937744140625
"PSSB","2093-03-01",0.84747314453125
"PSFB","2093-03-01",0.84747314453125
"SYSE","2093-03-01",0.705963134765625
"SYSW","2093-03-01",0.705963134765625
"SYLM","2093-03-01",0.705963134765625
"JBAB","2093-03-01",0.990234375
"NRBW","2093-03-01",0.863372802734375
"MEBB","2093-03-01",0.863372802734375
"MEKB","2093-03-01",0.863372802734375
"MEPA","2093-03-01",0.863372802734375
"SWAIN","2093-03-01",0.135711669921875
"OTIS","2093-04-01",0.1043701171875
"CHSWRR","2093-04-01",-0.49505615234375
"CHSWRG","2093-04-01",-0.49505615234375
"PSSB","2093-04-01",-0.2430419921875
"PSFB","2093-04-01",-0.2430419921875
"SYSE","2093-04-01",-0.23480224609375
"SYSW","2093-04-01",-0.23480224609375
"SYLM","2093-04-01",-0.23480224609375
"JBAB","2093-04-01",-0.1181640625
"NRBW","2093-04-01",-0.372894287109375
"MEBB","2093-04-01",-0.372894287109375
"MEKB","2093-04-01",-0.372894287109375
"MEPA","2093-04-01",-0.372894287109375
"SWAIN","2093-04-01",-0.74267578125
"OTIS","2093-05-01",-0.41943359375
"CHSWRR","2093-05-01",-0.78369140625
"CHSWRG","2093-05-01",-0.78369140625
"PSSB","2093-05-01",-0.340789794921875
"PSFB","2093-05-01",-0.340789794921875
"SYSE","2093-05-01",-0.310882568359375
"SYSW","2093-05-01",-0.310882568359375
"SYLM","2093-05-01",-0.310882568359375
"JBAB","2093-05-01",-0.283294677734375
"NRBW","2093-05-01",-0.74169921875
"MEBB","2093-05-01",-0.74169921875
"MEKB","2093-05-01",-0.74169921875
"MEPA","2093-05-01",-0.74169921875
"SWAIN","2093-05-01",-1.159912109375
"OTIS","2093-06-01",-0.548095703125
"CHSWRR","2093-06-01",-0.831268310546875
"CHSWRG","2093-06-01",-0.831268310546875
"PSSB","2093-06-01",-0.144378662109375
"PSFB","2093-06-01",-0.144378662109375
"SYSE","2093-06-01",-0.27154541015625
"SYSW","2093-06-01",-0.27154541015625
"SYLM","2093-06-01",-0.27154541015625
"JBAB","2093-06-01",-0.1839599609375
"NRBW","2093-06-01",-0.597381591796875
"MEBB","2093-06-01",-0.597381591796875
"MEKB","2093-06-01",-0.597381591796875
"MEPA","2093-06-01",-0.597381591796875
"SWAIN","2093-06-01",-1.2794189453125
"OTIS","2093-07-01",-0.26263427734375
"CHSWRR","2093-07-01",-0.1636962890625
"CHSWRG","2093-07-01",-0.1636962890625
"PSSB","2093-07-01",0.583099365234375
"PSFB","2093-07-01",0.583099365234375
"SYSE","2093-07-01",0.427825927734375
"SYSW","2093-07-01",0.427825927734375
"SYLM","2093-07-01",0.427825927734375
"JBAB","2093-07-01",0.367156982421875
"NRBW","2093-07-01",0.080413818359375
"MEBB","2093-07-01",0.080413818359375
"MEKB","2093-07-01",0.080413818359375
"MEPA","2093-07-01",0.080413818359375
"SWAIN","2093-07-01",-0.8575439453125
"OTIS","2093-08-01",0.74072265625
"CHSWRR","2093-08-01",0.94635009765625
"CHSWRG","2093-08-01",0.94635009765625
"PSSB","2093-08-01",1.6246337890625
"PSFB","2093-08-01",1.6246337890625
"SYSE","2093-08-01",1.37704467773438
"SYSW","2093-08-01",1.37704467773438
"SYLM","2093-08-01",1.37704467773438
"JBAB","2093-08-01",1.42669677734375
"NRBW","2093-08-01",1.51199340820312
"MEBB","2093-08-01",1.51199340820312
"MEKB","2093-08-01",1.51199340820312
"MEPA","2093-08-01",1.51199340820312
"SWAIN","2093-08-01",0.45684814453125
"OTIS","2093-09-01",2.1077880859375
"CHSWRR","2093-09-01",2.34716796875
"CHSWRG","2093-09-01",2.34716796875
"PSSB","2093-09-01",2.42056274414062
"PSFB","2093-09-01",2.42056274414062
"SYSE","2093-09-01",2.21481323242188
"SYSW","2093-09-01",2.21481323242188
"SYLM","2093-09-01",2.21481323242188
"JBAB","2093-09-01",2.32882690429688
"NRBW","2093-09-01",2.43426513671875
"MEBB","2093-09-01",2.43426513671875
"MEKB","2093-09-01",2.43426513671875
"MEPA","2093-09-01",2.43426513671875
"SWAIN","2093-09-01",2.02200317382812
"OTIS","2093-10-01",3.60064697265625
"CHSWRR","2093-10-01",3.38674926757812
"CHSWRG","2093-10-01",3.38674926757812
"PSSB","2093-10-01",3.40518188476562
"PSFB","2093-10-01",3.40518188476562
"SYSE","2093-10-01",3.38894653320312
"SYSW","2093-10-01",3.38894653320312
"SYLM","2093-10-01",3.38894653320312
"JBAB","2093-10-01",3.4144287109375
"NRBW","2093-10-01",3.45278930664062
"MEBB","2093-10-01",3.45278930664062
"MEKB","2093-10-01",3.45278930664062
"MEPA","2093-10-01",3.45278930664062
"SWAIN","2093-10-01",3.04202270507812
"OTIS","2093-11-01",3.4100341796875
"CHSWRR","2093-11-01",3.34677124023438
"CHSWRG","2093-11-01",3.34677124023438
"PSSB","2093-11-01",3.56796264648438
"PSFB","2093-11-01",3.56796264648438
"SYSE","2093-11-01",3.53875732421875
"SYSW","2093-11-01",3.53875732421875
"SYLM","2093-11-01",3.53875732421875
"JBAB","2093-11-01",3.6558837890625
"NRBW","2093-11-01",3.476318359375
"MEBB","2093-11-01",3.476318359375
"MEKB","2093-11-01",3.476318359375
"MEPA","2093-11-01",3.476318359375
"SWAIN","2093-11-01",2.7513427734375
"OTIS","2093-12-01",2.775146484375
"CHSWRR","2093-12-01",2.76763916015625
"CHSWRG","2093-12-01",2.76763916015625
"PSSB","2093-12-01",3.05859375
"PSFB","2093-12-01",3.05859375
"SYSE","2093-12-01",3.00961303710938
"SYSW","2093-12-01",3.00961303710938
"SYLM","2093-12-01",3.00961303710938
"JBAB","2093-12-01",3.12789916992188
"NRBW","2093-12-01",3.02737426757812
"MEBB","2093-12-01",3.02737426757812
"MEKB","2093-12-01",3.02737426757812
"MEPA","2093-12-01",3.02737426757812
"SWAIN","2093-12-01",1.85247802734375
"OTIS","2094-01-01",3.53152465820312
"CHSWRR","2094-01-01",3.5240478515625
"CHSWRG","2094-01-01",3.5240478515625
"PSSB","2094-01-01",3.62924194335938
"PSFB","2094-01-01",3.62924194335938
"SYSE","2094-01-01",3.337158203125
"SYSW","2094-01-01",3.337158203125
"SYLM","2094-01-01",3.337158203125
"JBAB","2094-01-01",3.1746826171875
"NRBW","2094-01-01",3.00546264648438
"MEBB","2094-01-01",3.00546264648438
"MEKB","2094-01-01",3.00546264648438
"MEPA","2094-01-01",3.00546264648438
"SWAIN","2094-01-01",3.27218627929688
"OTIS","2094-02-01",2.38742065429688
"CHSWRR","2094-02-01",2.0760498046875
"CHSWRG","2094-02-01",2.0760498046875
"PSSB","2094-02-01",2.37213134765625
"PSFB","2094-02-01",2.37213134765625
"SYSE","2094-02-01",2.27810668945312
"SYSW","2094-02-01",2.27810668945312
"SYLM","2094-02-01",2.27810668945312
"JBAB","2094-02-01",2.51803588867188
"NRBW","2094-02-01",2.48431396484375
"MEBB","2094-02-01",2.48431396484375
"MEKB","2094-02-01",2.48431396484375
"MEPA","2094-02-01",2.48431396484375
"SWAIN","2094-02-01",1.8099365234375
"OTIS","2094-03-01",1.40853881835938
"CHSWRR","2094-03-01",0.916748046875
"CHSWRG","2094-03-01",0.916748046875
"PSSB","2094-03-01",1.3642578125
"PSFB","2094-03-01",1.3642578125
"SYSE","2094-03-01",1.23361206054688
"SYSW","2094-03-01",1.23361206054688
"SYLM","2094-03-01",1.23361206054688
"JBAB","2094-03-01",1.35421752929688
"NRBW","2094-03-01",1.21383666992188
"MEBB","2094-03-01",1.21383666992188
"MEKB","2094-03-01",1.21383666992188
"MEPA","2094-03-01",1.21383666992188
"SWAIN","2094-03-01",0.422210693359375
"OTIS","2094-04-01",0.567657470703125
"CHSWRR","2094-04-01",-0.016815185546875
"CHSWRG","2094-04-01",-0.016815185546875
"PSSB","2094-04-01",0.499053955078125
"PSFB","2094-04-01",0.499053955078125
"SYSE","2094-04-01",0.361907958984375
"SYSW","2094-04-01",0.361907958984375
"SYLM","2094-04-01",0.361907958984375
"JBAB","2094-04-01",0.4990234375
"NRBW","2094-04-01",0.207275390625
"MEBB","2094-04-01",0.207275390625
"MEKB","2094-04-01",0.207275390625
"MEPA","2094-04-01",0.207275390625
"SWAIN","2094-04-01",-0.406097412109375
"OTIS","2094-05-01",0.03277587890625
"CHSWRR","2094-05-01",-0.5594482421875
"CHSWRG","2094-05-01",-0.5594482421875
"PSSB","2094-05-01",-0.12823486328125
"PSFB","2094-05-01",-0.12823486328125
"SYSE","2094-05-01",-0.25775146484375
"SYSW","2094-05-01",-0.25775146484375
"SYLM","2094-05-01",-0.25775146484375
"JBAB","2094-05-01",-0.245941162109375
"NRBW","2094-05-01",-0.627593994140625
"MEBB","2094-05-01",-0.627593994140625
"MEKB","2094-05-01",-0.627593994140625
"MEPA","2094-05-01",-0.627593994140625
"SWAIN","2094-05-01",-0.74560546875
"OTIS","2094-06-01",-0.10546875
"CHSWRR","2094-06-01",-0.482025146484375
"CHSWRG","2094-06-01",-0.482025146484375
"PSSB","2094-06-01",0.009857177734375
"PSFB","2094-06-01",0.009857177734375
"SYSE","2094-06-01",-0.06475830078125
"SYSW","2094-06-01",-0.06475830078125
"SYLM","2094-06-01",-0.06475830078125
"JBAB","2094-06-01",-0.181182861328125
"NRBW","2094-06-01",-0.551422119140625
"MEBB","2094-06-01",-0.551422119140625
"MEKB","2094-06-01",-0.551422119140625
"MEPA","2094-06-01",-0.551422119140625
"SWAIN","2094-06-01",-0.724822998046875
"OTIS","2094-07-01",0.1434326171875
"CHSWRR","2094-07-01",0.398162841796875
"CHSWRG","2094-07-01",0.398162841796875
"PSSB","2094-07-01",0.997467041015625
"PSFB","2094-07-01",0.997467041015625
"SYSE","2094-07-01",0.9012451171875
"SYSW","2094-07-01",0.9012451171875
"SYLM","2094-07-01",0.9012451171875
"JBAB","2094-07-01",0.89984130859375
"NRBW","2094-07-01",0.646942138671875
"MEBB","2094-07-01",0.646942138671875
"MEKB","2094-07-01",0.646942138671875
"MEPA","2094-07-01",0.646942138671875
"SWAIN","2094-07-01",-0.435028076171875
"OTIS","2094-08-01",0.938812255859375
"CHSWRR","2094-08-01",1.15435791015625
"CHSWRG","2094-08-01",1.15435791015625
"PSSB","2094-08-01",1.96231079101562
"PSFB","2094-08-01",1.96231079101562
"SYSE","2094-08-01",1.74935913085938
"SYSW","2094-08-01",1.74935913085938
"SYLM","2094-08-01",1.74935913085938
"JBAB","2094-08-01",1.98345947265625
"NRBW","2094-08-01",2.11917114257812
"MEBB","2094-08-01",2.11917114257812
"MEKB","2094-08-01",2.11917114257812
"MEPA","2094-08-01",2.11917114257812
"SWAIN","2094-08-01",0.48223876953125
"OTIS","2094-09-01",2.44174194335938
"CHSWRR","2094-09-01",2.7108154296875
"CHSWRG","2094-09-01",2.7108154296875
"PSSB","2094-09-01",2.91729736328125
"PSFB","2094-09-01",2.91729736328125
"SYSE","2094-09-01",2.702392578125
"SYSW","2094-09-01",2.702392578125
"SYLM","2094-09-01",2.702392578125
"JBAB","2094-09-01",2.77542114257812
"NRBW","2094-09-01",2.77874755859375
"MEBB","2094-09-01",2.77874755859375
"MEKB","2094-09-01",2.77874755859375
"MEPA","2094-09-01",2.77874755859375
"SWAIN","2094-09-01",2.2100830078125
"OTIS","2094-10-01",4.44393920898438
"CHSWRR","2094-10-01",4.03378295898438
"CHSWRG","2094-10-01",4.03378295898438
"PSSB","2094-10-01",4.14718627929688
"PSFB","2094-10-01",4.14718627929688
"SYSE","2094-10-01",4.08853149414062
"SYSW","2094-10-01",4.08853149414062
"SYLM","2094-10-01",4.08853149414062
"JBAB","2094-10-01",4.107666015625
"NRBW","2094-10-01",3.9766845703125
"MEBB","2094-10-01",3.9766845703125
"MEKB","2094-10-01",3.9766845703125
"MEPA","2094-10-01",3.9766845703125
"SWAIN","2094-10-01",4.166748046875
"OTIS","2094-11-01",4.16766357421875
"CHSWRR","2094-11-01",3.85443115234375
"CHSWRG","2094-11-01",3.85443115234375
"PSSB","2094-11-01",4.155517578125
"PSFB","2094-11-01",4.155517578125
"SYSE","2094-11-01",4.18756103515625
"SYSW","2094-11-01",4.18756103515625
"SYLM","2094-11-01",4.18756103515625
"JBAB","2094-11-01",4.50933837890625
"NRBW","2094-11-01",4.577392578125
"MEBB","2094-11-01",4.577392578125
"MEKB","2094-11-01",4.577392578125
"MEPA","2094-11-01",4.577392578125
"SWAIN","2094-11-01",3.83956909179688
"OTIS","2094-12-01",3.35482788085938
"CHSWRR","2094-12-01",3.3109130859375
"CHSWRG","2094-12-01",3.3109130859375
"PSSB","2094-12-01",3.47848510742188
"PSFB","2094-12-01",3.47848510742188
"SYSE","2094-12-01",3.52374267578125
"SYSW","2094-12-01",3.52374267578125
"SYLM","2094-12-01",3.52374267578125
"JBAB","2094-12-01",3.7952880859375
"NRBW","2094-12-01",3.8232421875
"MEBB","2094-12-01",3.8232421875
"MEKB","2094-12-01",3.8232421875
"MEPA","2094-12-01",3.8232421875
"SWAIN","2094-12-01",3.02447509765625
"OTIS","2095-01-01",3.47103881835938
"CHSWRR","2095-01-01",3.69659423828125
"CHSWRG","2095-01-01",3.69659423828125
"PSSB","2095-01-01",4.1549072265625
"PSFB","2095-01-01",4.1549072265625
"SYSE","2095-01-01",3.95541381835938
"SYSW","2095-01-01",3.95541381835938
"SYLM","2095-01-01",3.95541381835938
"JBAB","2095-01-01",3.96023559570312
"NRBW","2095-01-01",3.87887573242188
"MEBB","2095-01-01",3.87887573242188
"MEKB","2095-01-01",3.87887573242188
"MEPA","2095-01-01",3.87887573242188
"SWAIN","2095-01-01",2.9951171875
"OTIS","2095-02-01",1.95028686523438
"CHSWRR","2095-02-01",1.45062255859375
"CHSWRG","2095-02-01",1.45062255859375
"PSSB","2095-02-01",1.56317138671875
"PSFB","2095-02-01",1.56317138671875
"SYSE","2095-02-01",1.53018188476562
"SYSW","2095-02-01",1.53018188476562
"SYLM","2095-02-01",1.53018188476562
"JBAB","2095-02-01",1.77676391601562
"NRBW","2095-02-01",1.7308349609375
"MEBB","2095-02-01",1.7308349609375
"MEKB","2095-02-01",1.7308349609375
"MEPA","2095-02-01",1.7308349609375
"SWAIN","2095-02-01",1.22769165039062
"OTIS","2095-03-01",0.858734130859375
"CHSWRR","2095-03-01",0.261932373046875
"CHSWRG","2095-03-01",0.261932373046875
"PSSB","2095-03-01",0.507415771484375
"PSFB","2095-03-01",0.507415771484375
"SYSE","2095-03-01",0.447998046875
"SYSW","2095-03-01",0.447998046875
"SYLM","2095-03-01",0.447998046875
"JBAB","2095-03-01",0.632080078125
"NRBW","2095-03-01",0.5177001953125
"MEBB","2095-03-01",0.5177001953125
"MEKB","2095-03-01",0.5177001953125
"MEPA","2095-03-01",0.5177001953125
"SWAIN","2095-03-01",0.151336669921875
"OTIS","2095-04-01",-0.19171142578125
"CHSWRR","2095-04-01",-0.86846923828125
"CHSWRG","2095-04-01",-0.86846923828125
"PSSB","2095-04-01",-0.632965087890625
"PSFB","2095-04-01",-0.632965087890625
"SYSE","2095-04-01",-0.774017333984375
"SYSW","2095-04-01",-0.774017333984375
"SYLM","2095-04-01",-0.774017333984375
"JBAB","2095-04-01",-0.535797119140625
"NRBW","2095-04-01",-0.648529052734375
"MEBB","2095-04-01",-0.648529052734375
"MEKB","2095-04-01",-0.648529052734375
"MEPA","2095-04-01",-0.648529052734375
"SWAIN","2095-04-01",-0.869964599609375
"OTIS","2095-05-01",-0.749267578125
"CHSWRR","2095-05-01",-1.44784545898438
"CHSWRG","2095-05-01",-1.44784545898438
"PSSB","2095-05-01",-1.20388793945312
"PSFB","2095-05-01",-1.20388793945312
"SYSE","2095-05-01",-1.35842895507812
"SYSW","2095-05-01",-1.35842895507812
"SYLM","2095-05-01",-1.35842895507812
"JBAB","2095-05-01",-1.2542724609375
"NRBW","2095-05-01",-1.419189453125
"MEBB","2095-05-01",-1.419189453125
"MEKB","2095-05-01",-1.419189453125
"MEPA","2095-05-01",-1.419189453125
"SWAIN","2095-05-01",-1.45883178710938
"OTIS","2095-06-01",-0.683685302734375
"CHSWRR","2095-06-01",-1.314697265625
"CHSWRG","2095-06-01",-1.314697265625
"PSSB","2095-06-01",-1.04876708984375
"PSFB","2095-06-01",-1.04876708984375
"SYSE","2095-06-01",-1.26498413085938
"SYSW","2095-06-01",-1.26498413085938
"SYLM","2095-06-01",-1.26498413085938
"JBAB","2095-06-01",-1.40826416015625
"NRBW","2095-06-01",-1.68911743164062
"MEBB","2095-06-01",-1.68911743164062
"MEKB","2095-06-01",-1.68911743164062
"MEPA","2095-06-01",-1.68911743164062
"SWAIN","2095-06-01",-1.3973388671875
"OTIS","2095-07-01",-0.397918701171875
"CHSWRR","2095-07-01",-0.53192138671875
"CHSWRG","2095-07-01",-0.53192138671875
"PSSB","2095-07-01",-0.103485107421875
"PSFB","2095-07-01",-0.103485107421875
"SYSE","2095-07-01",-0.298919677734375
"SYSW","2095-07-01",-0.298919677734375
"SYLM","2095-07-01",-0.298919677734375
"JBAB","2095-07-01",-0.452728271484375
"NRBW","2095-07-01",-0.650909423828125
"MEBB","2095-07-01",-0.650909423828125
"MEKB","2095-07-01",-0.650909423828125
"MEPA","2095-07-01",-0.650909423828125
"SWAIN","2095-07-01",-1.03482055664062
"OTIS","2095-08-01",0.449188232421875
"CHSWRR","2095-08-01",0.204010009765625
"CHSWRG","2095-08-01",0.204010009765625
"PSSB","2095-08-01",0.6513671875
"PSFB","2095-08-01",0.6513671875
"SYSE","2095-08-01",0.49993896484375
"SYSW","2095-08-01",0.49993896484375
"SYLM","2095-08-01",0.49993896484375
"JBAB","2095-08-01",0.546722412109375
"NRBW","2095-08-01",0.57684326171875
"MEBB","2095-08-01",0.57684326171875
"MEKB","2095-08-01",0.57684326171875
"MEPA","2095-08-01",0.57684326171875
"SWAIN","2095-08-01",-0.017913818359375
"OTIS","2095-09-01",1.49737548828125
"CHSWRR","2095-09-01",1.31918334960938
"CHSWRG","2095-09-01",1.31918334960938
"PSSB","2095-09-01",1.83126831054688
"PSFB","2095-09-01",1.83126831054688
"SYSE","2095-09-01",1.71673583984375
"SYSW","2095-09-01",1.71673583984375
"SYLM","2095-09-01",1.71673583984375
"JBAB","2095-09-01",2.06942749023438
"NRBW","2095-09-01",2.4884033203125
"MEBB","2095-09-01",2.4884033203125
"MEKB","2095-09-01",2.4884033203125
"MEPA","2095-09-01",2.4884033203125
"SWAIN","2095-09-01",1.1617431640625
"OTIS","2095-10-01",4.26797485351562
"CHSWRR","2095-10-01",3.88595581054688
"CHSWRG","2095-10-01",3.88595581054688
"PSSB","2095-10-01",3.85382080078125
"PSFB","2095-10-01",3.85382080078125
"SYSE","2095-10-01",3.8648681640625
"SYSW","2095-10-01",3.8648681640625
"SYLM","2095-10-01",3.8648681640625
"JBAB","2095-10-01",4.1015625
"NRBW","2095-10-01",4.13381958007812
"MEBB","2095-10-01",4.13381958007812
"MEKB","2095-10-01",4.13381958007812
"MEPA","2095-10-01",4.13381958007812
"SWAIN","2095-10-01",3.76742553710938
"OTIS","2095-11-01",3.40567016601562
"CHSWRR","2095-11-01",3.44351196289062
"CHSWRG","2095-11-01",3.44351196289062
"PSSB","2095-11-01",3.58541870117188
"PSFB","2095-11-01",3.58541870117188
"SYSE","2095-11-01",3.62960815429688
"SYSW","2095-11-01",3.62960815429688
"SYLM","2095-11-01",3.62960815429688
"JBAB","2095-11-01",3.9576416015625
"NRBW","2095-11-01",4.08758544921875
"MEBB","2095-11-01",4.08758544921875
"MEKB","2095-11-01",4.08758544921875
"MEPA","2095-11-01",4.08758544921875
"SWAIN","2095-11-01",2.78839111328125
"OTIS","2095-12-01",3.07553100585938
"CHSWRR","2095-12-01",2.83181762695312
"CHSWRG","2095-12-01",2.83181762695312
"PSSB","2095-12-01",2.79257202148438
"PSFB","2095-12-01",2.79257202148438
"SYSE","2095-12-01",2.85873413085938
"SYSW","2095-12-01",2.85873413085938
"SYLM","2095-12-01",2.85873413085938
"JBAB","2095-12-01",3.1300048828125
"NRBW","2095-12-01",3.22830200195312
"MEBB","2095-12-01",3.22830200195312
"MEKB","2095-12-01",3.22830200195312
"MEPA","2095-12-01",3.22830200195312
"SWAIN","2095-12-01",2.360595703125
"OTIS","2096-01-01",2.91879272460938
"CHSWRR","2096-01-01",2.857177734375
"CHSWRG","2096-01-01",2.857177734375
"PSSB","2096-01-01",3.17535400390625
"PSFB","2096-01-01",3.17535400390625
"SYSE","2096-01-01",2.98770141601562
"SYSW","2096-01-01",2.98770141601562
"SYLM","2096-01-01",2.98770141601562
"JBAB","2096-01-01",3.1435546875
"NRBW","2096-01-01",3.52395629882812
"MEBB","2096-01-01",3.52395629882812
"MEKB","2096-01-01",3.52395629882812
"MEPA","2096-01-01",3.52395629882812
"SWAIN","2096-01-01",2.53646850585938
"OTIS","2096-02-01",2.04434204101562
"CHSWRR","2096-02-01",1.75814819335938
"CHSWRG","2096-02-01",1.75814819335938
"PSSB","2096-02-01",1.91229248046875
"PSFB","2096-02-01",1.91229248046875
"SYSE","2096-02-01",1.921142578125
"SYSW","2096-02-01",1.921142578125
"SYLM","2096-02-01",1.921142578125
"JBAB","2096-02-01",2.18585205078125
"NRBW","2096-02-01",2.02883911132812
"MEBB","2096-02-01",2.02883911132812
"MEKB","2096-02-01",2.02883911132812
"MEPA","2096-02-01",2.02883911132812
"SWAIN","2096-02-01",1.11734008789062
"OTIS","2096-03-01",1.21731567382812
"CHSWRR","2096-03-01",0.35931396484375
"CHSWRG","2096-03-01",0.35931396484375
"PSSB","2096-03-01",0.714385986328125
"PSFB","2096-03-01",0.714385986328125
"SYSE","2096-03-01",0.611419677734375
